id,Date,Tweet,cleaned_tweet,Json,labels
444,2020-05-20 01:14:46+00:00,पश्चिम- मध्य बंगाल की खाड़ी में सुपर चक्रवाती तूफान ‘अम्फान‘ पश्चिम बंगाल और उत्तरी ओडिशा के तटीय क्षेत्रों के लिए चक्रवात चेतावनी: ऑरेंज संदेश https://t.co/gpEvnyT3hO,पश्चिम- मध्य बंगाल की खाड़ी में सुपर चक्रवाती तूफान ‘अम्फान‘ पश्चिम बंगाल और उत्तरी ओडिशा के तटीय क्षेत्रों के लिए चक्रवात चेतावनी: ऑरेंज संदेश,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
445,2020-05-22 11:29:59+00:00,"चक्रवात 'अम्फान': प्रधानमंत्री मोदी बंगाल, ओडिशा में प्रभावित क्षेत्रों का हवाई सर्वेक्षण करेंगे। https://t.co/x3YArynkVS","चक्रवात 'अम्फान': प्रधानमंत्री मोदी बंगाल, ओडिशा में प्रभावित क्षेत्रों का हवाई सर्वेक्षण करेंगे। ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
446,2020-05-19 07:19:27+00:00,AHindinews: गृह मंत्री अमित शाह ने ओडिशा के मुख्यमंत्री नवीन पटनायक से भी अम्फान चक्रवात पर बात की और सभी जरूरी तैयारियों की समीक्षा कर इस संकट की घड़ी में उनकी हर संभव सहायता करने का विश्वास दिलाया: गृह मंत्रालय https://t.co/RZtISmbnbE,: गृह मंत्री अमित शाह ने ओडिशा के मुख्यमंत्री नवीन पटनायक से भी अम्फान चक्रवात पर बात की और सभी जरूरी तैयारियों की समीक्षा कर इस संकट की घड़ी में उनकी हर संभव सहायता करने का विश्वास दिलाया: गृह मंत्रालय,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""हर संभव सहायता करने का विश्वास दिलाया""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O']"
447,2020-05-23 21:03:39+00:00,"चक्रवात अम्फान के 18 मई तक ओडिशा-बंगाल से टकराने की आशंका, ओडिशा ने स्पेशल ट्रेनें रोकने की मांग की https://t.co/KeRVjzedAj","चक्रवात अम्फान के 18 मई तक ओडिशा-बंगाल से टकराने की आशंका, ओडिशा ने स्पेशल ट्रेनें रोकने की मांग की","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
448,2020-05-20 09:05:32+00:00,"अगले 36 घंटे में आने वाला है,
""अम्फान चक्रवात""
165 से 185 KMPH से चलेगी हवा...

साला समझ में नही आ रहा है...👇

पहले हम खत्म होंगे या 2020..??
😂😂😂😂","अगले 36 घंटे में आने वाला है,
""अम्फान चक्रवात""
165 से 185  से चलेगी हवा...

साला समझ में नही आ रहा है...

पहले हम खत्म होंगे या 2020..??","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
449,2020-06-01 11:45:14+00:00,"अम्फान के बाद निसर्ग तूफान / गुजरात में 4-5 जून को चक्रवात और भारी बारिश की चेतावनी, मुख्यमंत्री रूपाणी ने सभी जिलों को हाईअलर्ट पर रहने को कहा https://t.co/L4A3X5aqLR","अम्फान के बाद निसर्ग तूफान / गुजरात में 4-5 जून को चक्रवात और भारी बारिश की चेतावनी, मुख्यमंत्री रूपाणी ने सभी जिलों को हाईअलर्ट पर रहने को कहा","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
450,2020-06-02 22:51:16+00:00,चक्रवात निसारगा: अम्फान के बाद नया खतरा | मास्टर स्ट्रोक https://t.co/PqlkwY0s7O,चक्रवात निसारगा: अम्फान के बाद नया खतरा | मास्टर स्ट्रोक,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
451,2020-05-20 19:18:05+00:00,"पश्चिम बंगाल-ओडिशा के माध्यम से चक्रवात अम्फान के आंसू: 4 मरे, कोलकाता ने तबाह किया https://t.co/5pqyFZrmoz","पश्चिम बंगाल-ओडिशा के माध्यम से चक्रवात अम्फान के आंसू: 4 मरे, कोलकाता ने तबाह किया","{
  ""DEATHS"": ""4 मरे"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'O', 'O', 'O', 'O', 'O']"
452,2020-05-21 09:43:32+00:00,"भारतीय मौसम विभाग ने बृहस्पतिवार को कहा कि चक्रवात अम्फान बांग्लादेश की ओर बढ़ गया है। 

READ : https://t.co/X7f63j7Xdm via @enavabharat

#Amphan #Cyclone #Tufaan #Storm #CycloneAmphan #AmphanCyclone #Move #Bangladesh #HindiNews #Navabahrat","भारतीय मौसम विभाग ने बृहस्पतिवार को कहा कि चक्रवात अम्फान बांग्लादेश की ओर बढ़ गया है। 

 :   

                   ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
453,2020-06-03 03:23:58+00:00,"कोरोना संकट और अम्फान तूफान के बाद महाराष्ट्र और गुजरात पर चक्रवात 'निसर्ग' का खतरा मंडरा रहा है। स्थानीय कांग्रेस कार्यकर्ताओं से अनुरोध है, वे आम लोगों को सुरक्षित स्थान पर पहुंचाने में सहयोग करें। आप सभी हौसला रखिए, पूरा देश आप के साथ खड़ा है। :श्री Rahul Gandhi #imjktomar https://t.co/WXMPM9Wc97","कोरोना संकट और अम्फान तूफान के बाद महाराष्ट्र और गुजरात पर चक्रवात 'निसर्ग' का खतरा मंडरा रहा है। स्थानीय कांग्रेस कार्यकर्ताओं से अनुरोध है, वे आम लोगों को सुरक्षित स्थान पर पहुंचाने में सहयोग करें। आप सभी हौसला रखिए, पूरा देश आप के साथ खड़ा है। :श्री     ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""आम लोगों को सुरक्षित स्थान पर पहुंचाने में सहयोग करें""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
454,2020-06-06 23:38:11+00:00,अम्फान चक्रवात से प्रभावित लोगों की मदद को आगे आए बांग्लादेशी टीम https://t.co/NjbvLFhaaz,अम्फान चक्रवात से प्रभावित लोगों की मदद को आगे आए बांग्लादेशी टीम,"{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": ""मदद को आगे आए बांग्लादेशी टीम""
}","['O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF']"
455,2020-05-19 02:31:12+00:00,"अगले 48 घंटे में आएगा 
 अम्फान चक्रवात. 165 से 185kmph की गति से चलेंगी हवाएं
कभी-कभी तो लगता है पहले हम खत्म होंगे या 2020.😜","अगले 48 घंटे में आएगा 
 अम्फान चक्रवात. 165 से 185 की गति से चलेंगी हवाएं
कभी-कभी तो लगता है पहले हम खत्म होंगे या 2020.","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
456,2020-06-04 05:11:30+00:00,"गृह मंत्रालय ने चक्रवात अम्फान से हुए नुकसान के आकलन के लिए पश्चिम बंगाल का दौरा करने के लिए इंटर मिनिस्ट्रियल सेंट्रल टीम (IMCT) का गठन किया, राज्य ने उनकी यात्रा के दौरान उन्हें  'राज्य अतिथि’ के रूप में वर्गीकृत किया।
@HMOIndia","गृह मंत्रालय ने चक्रवात अम्फान से हुए नुकसान के आकलन के लिए पश्चिम बंगाल का दौरा करने के लिए इंटर मिनिस्ट्रियल सेंट्रल टीम () का गठन किया, राज्य ने उनकी यात्रा के दौरान उन्हें  'राज्य अतिथि’ के रूप में वर्गीकृत किया।
","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
457,2020-05-19 07:12:47+00:00,"आने वाले 24 घंटे में आने वाला अम्फान चक्रवात 185 से 210 KMPH से चलेंगी हवाएं.

लगता है पहले हम खत्म होंगे
2020 बाद में😂😂","आने वाले 24 घंटे में आने वाला अम्फान चक्रवात 185 से 210  से चलेंगी हवाएं.

लगता है पहले हम खत्म होंगे
2020 बाद में","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
458,2020-05-22 09:30:55+00:00,"चक्रवात अम्फान : बंगाल को 1 हजार करोड़ रुपये देगा केंद्र, पीएम मोदी ने किया एलान  #Amphan #Cyclone #Featured #PmModi #WestBengal https://t.co/LszM8PxK3c","चक्रवात अम्फान : बंगाल को 1 हजार करोड़ रुपये देगा केंद्र, पीएम मोदी ने किया एलान","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""TRAP"": NaN,
  ""INJURED"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""बंगाल को 1 हजार करोड़ रुपये देगा केंद्र""
}","['O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O']"
459,2020-05-20 12:52:52+00:00,"Hindustan #dailynews Wrap | दीघा तट से जल्द टकराएगा चक्रवात #अम्फान, बस विवाद में #कांग्रेसी MLA ने अपनी पार्टी पर उठाए सवाल, #लॉकडाऊन के बीच मलेशिया के कोर्ट ने #ज़ूम कॉल के जरिए सुनाई मौत की सजा
@Live_Hindustan 
https://t.co/NnQG0G4apx","    | दीघा तट से जल्द टकराएगा चक्रवात , बस विवाद में   ने अपनी पार्टी पर उठाए सवाल,  के बीच मलेशिया के कोर्ट ने  कॉल के जरिए सुनाई मौत की सजा
 
","{
    ""DEATHS"": NaN,
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": NaN,
    ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
460,2020-05-20 13:09:50+00:00,"Cyclone Amphan : ओडिशा में अम्फान चक्रवात ने मचाई तबाही, 2 की मौत, देखें VIDEO

#CycloneAmphan #OdishaToBeMostAffected #CyclonicStorm

Watch Video Here : https://t.co/Oeglk4qwYw https://t.co/gCJANiEknL",": ओडिशा में अम्फान चक्रवात ने मचाई तबाही, 2 की मौत, देखें 

     

   :","{
  ""DEATHS"": ""2 की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'O', 'O', 'O']"
461,2020-05-22 13:21:52+00:00,"प्रधानमंत्री #मोदी ने शुक्रवार को ओडिशा के #अम्फान चक्रवात से प्रभावित इलाकों का हवाई दौरा करने के बाद मुख्यमंत्री नवीन पटनायक, केंद्रीय मंत्री धर्मेंद्र प्रधान और प्रताप चंद्र सारंगी के साथ बैठक की  और #500करोड़ रुपये के राहत पैकेज का ऐलान किया। https://t.co/n0Mv3Ne4Ev","प्रधानमंत्री  ने शुक्रवार को ओडिशा के  चक्रवात से प्रभावित इलाकों का हवाई दौरा करने के बाद मुख्यमंत्री नवीन पटनायक, केंद्रीय मंत्री धर्मेंद्र प्रधान और प्रताप चंद्र सारंगी के साथ बैठक की  और  500करोड़ रुपये के राहत पैकेज का ऐलान किया।","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""500करोड़ रुपये के राहत पैकेज का ऐलान किया""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O']"
462,2020-06-02 05:00:17+00:00,चक्रवात अम्फान से अब तक चार की मौत https://t.co/xphj3TsjOJ,चक्रवात अम्फान से अब तक चार की मौत,"{
  ""DEATHS"": ""चार की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS']"
463,2020-05-28 03:53:31+00:00,"कोरोना,ओला,अम्फान चक्रवात, भूकम्प, टिड्डी, चीन, नेपाल, पाकिस्तान, विरोधी, 
निपटा नहीं पाओगे भगवान 
ये मोदी है","कोरोना,ओला,अम्फान चक्रवात, भूकम्प, टिड्डी, चीन, नेपाल, पाकिस्तान, विरोधी, 
निपटा नहीं पाओगे भगवान 
ये मोदी है","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
464,2020-05-24 14:32:43+00:00,"चक्रवात अम्फान के 18 मई तक ओडिशा-बंगाल से टकराने की आशंका, ओडिशा ने स्पेशल ट्रेनें रोकने की मांग की| NEWZY NEWS https://t.co/lIx1zXn7Pn","चक्रवात अम्फान के 18 मई तक ओडिशा-बंगाल से टकराने की आशंका, ओडिशा ने स्पेशल ट्रेनें रोकने की मांग की|","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
465,2020-05-22 16:57:39+00:00,"अम्फान चक्रवात बना लीची के लिए वरदान, जानें क्या होगा फायदा https://t.co/LrUSNHqoSo","अम्फान चक्रवात बना लीची के लिए वरदान, जानें क्या होगा फायदा ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
466,2020-05-20 12:08:41+00:00,"पश्चिम बंगाल, साउथ 24 परगना के बक्खाली गांव में #अम्फान का प्रकोप जारी। हवा की तेज रफ्तार के साथ भारी बारिश की वजह से चक्रवात तीव्र रूप ले रहा है।","पश्चिम बंगाल, साउथ 24 परगना के बक्खाली गांव में  का प्रकोप जारी। हवा की तेज रफ्तार के साथ भारी बारिश की वजह से चक्रवात तीव्र रूप ले रहा है।","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
467,2020-05-21 04:02:52+00:00,"भारतीय मौसम विज्ञान विभाग :
पिछले 6 घंटों के दौरान चक्रवात अम्फान 27 किमी/ घंटा की गति से उत्तर-उत्तर-पूर्व की ओर बढ़ा। आगे चक्रवाती तूफान के रूप में कमजोर हो गया और बांग्लादेश, कोलकाता के करीब 270 किमी दूर उत्तर-उत्तरपूर्व में स्थित है.
#CycloneAmphan #Cyclone #AmphanCyclon https://t.co/x8AW7K7nyv","भारतीय मौसम विज्ञान विभाग :
पिछले 6 घंटों के दौरान चक्रवात अम्फान 27 किमी/ घंटा की गति से उत्तर-उत्तर-पूर्व की ओर बढ़ा। आगे चक्रवाती तूफान के रूप में कमजोर हो गया और बांग्लादेश, कोलकाता के करीब 270 किमी दूर उत्तर-उत्तरपूर्व में स्थित है.","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
