id,Date,Tweet,cleaned_tweet,hashtags,chatgpt annotation,labels
490,2021-02-10 09:37:07+00:00,"आज उत्तराखंड के पहाड़ी क्षेत्र से गुजरते हुए लंबे गॉंव (फ्लैश बाढ़ से प्रभावित ) को राशन सामग्री #ITBP के जवान द्वारा लाया जा रहा😍😍
वीर जवान
🇮🇳हमारी सेना पर हमें गर्व है🇮🇳
Jai Hind🇮🇳Jai Hind
#ITBP 
#देश_के_रक्षक https://t.co/Ru9og39ZVi","आज उत्तराखंड के पहाड़ी क्षेत्र से गुजरते हुए लंबे गॉंव (फ्लैश बाढ़ से प्रभावित ) को राशन सामग्री   के जवान द्वारा लाया जा रहा
वीर जवान
हमारी सेना पर हमें गर्व है
  
  
 ",['देश_के_रक्षक'],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": ""राशन सामग्री   के जवान द्वारा लाया जा रहा""}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
491,2021-02-07 10:26:13+00:00,उत्तराखंड के चमोली में ग्लेशियर फटने से तबाही मच गई है। चमोली जिले जोशीमठ में ग्लेशियर टूटने से धौलीगंगा नदी में बाढ़ जैसी स्थिति पैदा हो गई है और पानी तेज गति से आगे बढ़ रहा है। ऋषि गंगा प्रोजेक्ट पर काम करने वाले करीब 100- 150 लोग लापता बताए जा रहे हैं। https://t.co/ePaBT7Nu8A,उत्तराखंड के चमोली में ग्लेशियर फटने से तबाही मच गई है। चमोली जिले जोशीमठ में ग्लेशियर टूटने से धौलीगंगा नदी में बाढ़ जैसी स्थिति पैदा हो गई है और पानी तेज गति से आगे बढ़ रहा है। ऋषि गंगा प्रोजेक्ट पर काम करने वाले करीब 100- 150 लोग लापता बताए जा रहे हैं।,[],"{
    ""DEATHS"": NaN,
    ""MISSING"": ""करीब 100-150 लोग लापता"",
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": "" तबाही मच गई"",
    ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISSING', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
492,2021-02-07 12:02:44+00:00,उत्तराखंड में दुर्भाग्यपूर्ण बाढ़ की स्थिति के बारे में सुनकर बहुत व्यथित - मैं सभी निवासियों की सुरक्षा के लिए प्रार्थना करने में राष्ट्र में शामिल हूं। #Uttarakhand_Disaster #Uttarakhand https://t.co/l2kpp07zHM,उत्तराखंड में दुर्भाग्यपूर्ण बाढ़ की स्थिति के बारे में सुनकर बहुत व्यथित - मैं सभी निवासियों की सुरक्षा के लिए प्रार्थना करने में राष्ट्र में शामिल हूं।  _,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
493,2021-02-07 12:25:32+00:00,"उत्तराखंड में ऋषि गंगा नदी में ग्लेशियर टूटने से आयी बाढ़ के संबंध में माननीय गृहमंत्री श्री अमित शाह जी से बात हुई। उन्होंने बताया की गृह मंत्रालय ने एनडीआरएफ, वायु सेना और संबंधित विभागों को ज्वाइंट ऑपरेशन के लिए अलर्ट रखा गया है। हमारी सर्वोच्च प्राथमिकता जान माल की रक्षा है। https://t.co/fm1ta48LCe","उत्तराखंड में ऋषि गंगा नदी में ग्लेशियर टूटने से आयी बाढ़ के संबंध में माननीय गृहमंत्री श्री अमित शाह जी से बात हुई। उन्होंने बताया की गृह मंत्रालय ने एनडीआरएफ, वायु सेना और संबंधित विभागों को ज्वाइंट ऑपरेशन के लिए अलर्ट रखा गया है। हमारी सर्वोच्च प्राथमिकता जान माल की रक्षा है। ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": "" एनडीआरएफ, वायु सेना और संबंधित विभागों को ज्वाइंट ऑपरेशन के लिए अलर्ट रखा गया""}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
494,2021-02-07 09:34:23+00:00,"उत्तराखंड में बाढ़ का खतरा,UP में भी हाई अलर्ट,एक-दूसरे के संपर्क में हैं दोनों राज्यों के CM,देखें तस्वीरें 
#glacier #GlacierBurst 
 https://t.co/moZKVzHrio","उत्तराखंड में बाढ़ का खतरा, में भी हाई अलर्ट,एक-दूसरे के संपर्क में हैं दोनों राज्यों के ,देखें तस्वीरें 
    
 ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
495,2021-02-07 08:23:02+00:00,"उत्तराखंड के जोशीमठ में ग्लेशियर फटने से भारी बाढ़ आने और बांध बह जाने से 150 से अधिक लोगों के लापता और कई लोगों के फंसे होने की आशंका जताई जा रही है जोकि बहुत ही दुखद व चिंतनीय खबर है, प्रशासन को तत्काल ही आपदा प्रभावी क्षेत्र में हर संभव सहायता मुहैया करानी चाहिए।
#Joshimath","उत्तराखंड के जोशीमठ में ग्लेशियर फटने से भारी बाढ़ आने और बांध बह जाने से 150 से अधिक लोगों के लापता और कई लोगों के फंसे होने की आशंका जताई जा रही है जोकि बहुत ही दुखद व चिंतनीय खबर है, प्रशासन को तत्काल ही आपदा प्रभावी क्षेत्र में हर संभव सहायता मुहैया करानी चाहिए।
 ",[],"{
    ""DEATHS"": NaN,
    ""MISSING"": ""करीब 100- 150 लोग लापता"",
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": ""तबाही मच गई"",
    ""HELP AND RELIEF"": NaN
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
496,2021-02-20 17:05:48+00:00,"लेह श्रीनगरमे जब आई भारी बाढ हैदराबाद चैन्नई मे बिगड़े हालात,
महाराष्ट्र केरल मे हुई भारी बरसात,
उत्तराखंड मे केदारनाथ जलप्रलय, या चमोली जोशीमठ की हो बात।
हमेशा #BSNL ने निभाया साथ।।
एक सिम जिन्दगी के लिए..
#SwitchToBSNL
@OfficeOfRSP
@CMDBSNL
@BSNL_UKD
@BSNL_ka_Bandhan
@Naman_BKN https://t.co/6RauOoZ1AS","लेह श्रीनगरमे जब आई भारी बाढ हैदराबाद चैन्नई मे बिगड़े हालात,
महाराष्ट्र केरल मे हुई भारी बरसात,
उत्तराखंड मे केदारनाथ जलप्रलय, या चमोली जोशीमठ की हो बात।
हमेशा   ने निभाया साथ।।
एक सिम जिन्दगी के लिए..
 




 ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
497,2021-02-07 08:55:38+00:00,"उत्तराखंड के चमोली में ग्लेशियर टूटने से आई बाढ़ में 150 लोगों के लापता होने का समाचार बहुत दुख:द है।

महादेव उत्तराखंड वासियों पर कृपा बनाये रखें तथा सबकी रक्षा करें।","उत्तराखंड के चमोली में ग्लेशियर टूटने से आई बाढ़ में 150 लोगों के लापता होने का समाचार बहुत दुख:द है।

महादेव उत्तराखंड वासियों पर कृपा बनाये रखें तथा सबकी रक्षा करें।",[],"{ ""DEATHS"": NaN, ""MISSING"": ""150 लोगों के लापता"", ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISSING', 'I-MISSING', 'I-MISSING', 'I-MISSING', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
498,2021-02-07 09:16:42+00:00,"ग्लेशियल के फटने से उत्तराखंड में आई बाढ़ दुर्भाग्यपूर्ण है। मेरी उत्तराखंड के लोगों को इस आपदा की घड़ी में संवेदनाएँ!
@tsrawatbjp
#Uttrakhand #Chamoli https://t.co/B8Ir5uPrNR","ग्लेशियल के फटने से उत्तराखंड में आई बाढ़ दुर्भाग्यपूर्ण है। मेरी उत्तराखंड के लोगों को इस आपदा की घड़ी में संवेदनाएँ!

    ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
499,2021-02-09 12:34:08+00:00,"#आशीर्वाद_बना_अभिशाप
उत्तराखंड में कभी आपदा है तो कभी बाढ़ 6 साल के मेहनत के बाद भी युवाओं के साथ ऐसा अत्याचार
#उत्तराखंड_के_युवाओं_का_अभिशाप_आशीर्वाद_योजना
@tsrawatbjp 
@PMOIndia 
@nttfpantnagars1 
@NTTFindia 
@ASHOKLEYLAND18
@DrRPNishank https://t.co/oiq2ic8wJD https://t.co/AxoKzkPz4a","
उत्तराखंड में कभी आपदा है तो कभी बाढ़ 6 साल के मेहनत के बाद भी युवाओं के साथ ऐसा अत्याचार

 
 
 
 

  ","['आशीर्वाद_बना_अभिशाप', 'उत्तराखंड_के_युवाओं_का_अभिशाप_आशीर्वाद_योजना']","{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
500,2021-02-07 09:57:06+00:00,@narendramodi कोई माने चाहे ना माने । आज में शर्त लगा सकता हूं । की उत्तराखंड में आई बाढ़ के पीछे । चाइना का हाथ है#pk😞😞😞😞😞,कोई माने चाहे ना माने । आज में शर्त लगा सकता हूं । की उत्तराखंड में आई बाढ़ के पीछे । चाइना का हाथ है,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
501,2021-02-09 05:24:26+00:00,"उत्तराखंड बाढ़ में फंसे होने की सूचना के लिए प्रयागराज में कंट्रोल रूम स्थापित, इन नंबरों पर दे सूचना https://t.co/HcrlcHnV0R","उत्तराखंड बाढ़ में फंसे होने की सूचना के लिए प्रयागराज में कंट्रोल रूम स्थापित, इन नंबरों पर दे सूचना ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
502,2021-04-30 08:54:51+00:00,"यही नीति पिछले 16 सालों से चल रही थी और भारत ने उत्तराखंड में 2013 में आई बाढ़, 2005 में कश्मीर के भूकंप और 2014 में कश्मीर की बाढ़ के दौरान विदेशी मदद लेने से इनकार कर दिया था.

सबसे हाल में 2018 में केरल में जब बाढ़ आई तो और यूएई ने केरल को 700 करोड़ रुपए की मदद की पेशकश की","यही नीति पिछले 16 सालों से चल रही थी और भारत ने उत्तराखंड में 2013 में आई बाढ़, 2005 में कश्मीर के भूकंप और 2014 में कश्मीर की बाढ़ के दौरान विदेशी मदद लेने से इनकार कर दिया था.

सबसे हाल में 2018 में केरल में जब बाढ़ आई तो और यूएई ने केरल को 700 करोड़ रुपए की मदद की पेशकश की",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": ""केरल को 700 करोड़ रुपए की मदद की पेशकश की""}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF']"
503,2021-02-08 09:07:39+00:00,उत्तराखंड के चमोली में गलेसियर टूटने और अचानक बाढ़ से हुई जन-धन की क्षति के विषय में जानकर व्यथित हूं।आपदा प्रबंधन और प्रशासन राहत और बचाव के लिए हर संभव प्रयास कर रहे हैं।  मैं दुर्घटना से प्रभावित क्षेत्र के निवासियों की सुरक्षा के लिए ईश्वर से प्रार्थना करता हूं। https://t.co/uFuLu7WSLu,उत्तराखंड के चमोली में गलेसियर टूटने और अचानक बाढ़ से हुई जन-धन की क्षति के विषय में जानकर व्यथित हूं।आपदा प्रबंधन और प्रशासन राहत और बचाव के लिए हर संभव प्रयास कर रहे हैं।  मैं दुर्घटना से प्रभावित क्षेत्र के निवासियों की सुरक्षा के लिए ईश्वर से प्रार्थना करता हूं।,[],"{
    ""DEATHS"": ""जन-धन की क्षति"",
    ""MISSING"": NaN,
    ""INJURED"": NaN,
    ""TRAP"": NaN,
    ""AFFECTED POPULATION"": NaN,
    ""PLANT AND ANIMAL LOSS"": NaN,
    ""HEALTH ISSUES"": NaN,
    ""FOOD SHORTAGE"": NaN,
    ""FINANCIAL CRISIS"": NaN,
    ""INFRASTRUCTURE DAMAGE"": ""जन-धन की क्षति"",
    ""HELP AND RELIEF"": ""प्रशासन राहत और बचाव के लिए हर संभव प्रयास""
}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
504,2021-02-07 09:38:16+00:00,"उत्तराखंड के चमौली स्तिथ धौलीगंगा नदी में ग्लेशियर टूट कर गिरा, नदी में आयी अचानक बाढ़,
करीब 100 से 150 लोगों के हताहत होने की सूचना। https://t.co/J2CJjkdTZp","उत्तराखंड के चमौली स्तिथ धौलीगंगा नदी में ग्लेशियर टूट कर गिरा, नदी में आयी अचानक बाढ़,
करीब 100 से 150 लोगों के हताहत होने की सूचना। ",[],"{ ""DEATHS"": ""करीब 100 से 150 लोगों के हताहत "", ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O']"
505,2021-03-01 10:07:56+00:00,उत्तराखंड आकस्मिक बाढ़: क्या एक और आपदा के घटित होने का हो रहा है इंतज़ार? https://t.co/njSfdXNpDF,उत्तराखंड आकस्मिक बाढ़: क्या एक और आपदा के घटित होने का हो रहा है इंतज़ार?,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
506,2021-02-07 09:45:16+00:00,"चमोली में ग्लेशियर फटने से बाढ़ त्रासदी बेहद दुखद है। मेरी संवेदनाएँ उत्तराखंड की जनता के साथ हैं।

राज्य सरकार सभी पीड़ितों को तुरंत सहायता दें। कांग्रेस साथी भी राहत कार्य में हाथ बटाएँ।
@RahulGandhi @Aftabnuh @MehtabAhmedCong @BajadkaSabir https://t.co/tqeQSlXuWH","चमोली में ग्लेशियर फटने से बाढ़ त्रासदी बेहद दुखद है। मेरी संवेदनाएँ उत्तराखंड की जनता के साथ हैं।

राज्य सरकार सभी पीड़ितों को तुरंत सहायता दें। कांग्रेस साथी भी राहत कार्य में हाथ बटाएँ।
    ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
507,2021-02-07 07:34:22+00:00,"उत्तराखंड: चमोली जिले में ग्लेशियर फटा, धौली नदी में बाढ़ से हरिद्वार तक बढ़ा खतरा, अलर्ट जारी | देखिये वीडियो 

 https://t.co/YW8hWdyK0b","उत्तराखंड: चमोली जिले में ग्लेशियर फटा, धौली नदी में बाढ़ से हरिद्वार तक बढ़ा खतरा, अलर्ट जारी | देखिये वीडियो 

 ",[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
508,2021-02-08 21:47:24+00:00,उत्तराखंड में आई बाढ़ का उत्तर प्रदेश के किसी भी हिस्से पर कोई असर नहीं पड़ेगा: यूपी सिंचाई विभाग- News18 हिंदी https://t.co/oEhEhRh67z,उत्तराखंड में आई बाढ़ का उत्तर प्रदेश के किसी भी हिस्से पर कोई असर नहीं पड़ेगा: यूपी सिंचाई विभाग- 18 हिंदी,[],"{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
509,2021-02-08 08:48:04+00:00,"ग्लेशियर टूटने के कारण उत्तराखंड के #चमोली  जिले में हिमस्खलन और बाढ़ के बारे में सुनकर दुख हुआ। मैं उन सभी के लिए महादेव से प्रार्थना करता हूं जो प्रभावित हुए। 
#उत्तराखंड 
#Uttarakhand 
#UttarakhandDisaster 
#Chamoli https://t.co/Jxu7hLO16O","ग्लेशियर टूटने के कारण उत्तराखंड के   जिले में हिमस्खलन और बाढ़ के बारे में सुनकर दुख हुआ। मैं उन सभी के लिए महादेव से प्रार्थना करता हूं जो प्रभावित हुए। 
 
  
  
  ","['चमोली', 'उत्तराखंड']","{ ""DEATHS"": NaN, ""MISSING"": NaN, ""INJURED"": NaN, ""TRAP"": NaN, ""AFFECTED POPULATION"": NaN, ""PLANT AND ANIMAL LOSS"": NaN, ""HEALTH ISSUES"": NaN, ""FOOD SHORTAGE"": NaN, ""FINANCIAL CRISIS"": NaN, ""INFRASTRUCTURE DAMAGE"": NaN, ""HELP AND RELIEF"": NaN }","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
