id,Date,Tweet,cleaned_tweet,Json,Help and Relief Phrase,Damage Phrase,Loss Phrase,labels
408,2023-02-09 15:07:43+00:00,"भूकंप से मौत का आंकड़ा बढ़ा, तुर्की-सीरिया में अब तक 17 हजार से ज्यादा मौत अल्लाह रहीम करें 🤲🤲🤲🤲🤲","भूकंप से मौत का आंकड़ा बढ़ा, तुर्की-सीरिया में अब तक 17 हजार से ज्यादा मौत अल्लाह रहीम करें","{
  ""DEATHS"": ""17 हजार से ज्यादा मौत"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O']"
409,2023-02-06 12:16:00+00:00,"तुर्की-सीरिया भूकंप में मौत के आंकड़े में बढ़ोतरी, अबतक 1500 लोगों की गई जान
#Turkey #TurkeyEarthquake #Turquie #Turquia #BreakingNews","तुर्की-सीरिया भूकंप में मौत के आंकड़े में बढ़ोतरी, अबतक 1500 लोगों की गई जान","{
  ""DEATHS"": ""1500 लोगों की गई जान"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
410,2023-02-20 06:30:01+00:00,"तुर्की-सीरिया भूकंप पीड़ितों की मदद के लिए आगे आई बॉलीवुड एक्ट्रेस Sunny Leone और उनके पति Daniel Weber 

#SunnyLeone #DanielWeber #BollywoodActress #TurkeySyria #TurkeySyriaEarthquake #BollywoodNews #EntertainmentNews  https://t.co/RLRXiObcxj","तुर्की-सीरिया भूकंप पीड़ितों की मदद के लिए आगे आई बॉलीवुड एक्ट्रेस   और उनके पति   

               ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""बॉलीवुड एक्ट्रेस और उनके पति तुर्की-सीरिया भूकंप पीड़ितों की मदद के लिए आगे आए""
}
",मदद के लिए आगे आई बॉलीवुड एक्ट्रेस और उनके पति,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF']"
411,2023-02-07 06:06:06+00:00,"तुर्की-सीरिया में बढ़ता ही जा रहा भूकंप से मरने वालों का आंकड़ा, अब तक 4.3 हजार लोगों की मौत","तुर्की-सीरिया में बढ़ता ही जा रहा भूकंप से मरने वालों का आंकड़ा, अब तक 4.3 हजार लोगों की मौत","{
  ""DEATHS"": ""4.3 हजार लोगों की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
412,2023-02-08 05:07:34+00:00,"तुर्की-सीरिया में आए भूकंप से मरने वालों का आंकड़ा 8000 के पार, करीब 4 लाख लोग राहत शिविरों में किए गए शिफ्ट. तुर्की के उप-राष्ट्रपति ने बताया कि 5000 से ज्यादा बिल्डिंग तबाह हो गई है. 
#TurkeyEarthquake #Syria 
https://t.co/80ZCuVTalZ","तुर्की-सीरिया में आए भूकंप से मरने वालों का आंकड़ा 8000 के पार, करीब 4 लाख लोग राहत शिविरों में किए गए शिफ्ट. तुर्की के उप-राष्ट्रपति ने बताया कि 5000 से ज्यादा बिल्डिंग तबाह हो गई है.","{
  ""DEATHS"": ""मरने वालों का आंकड़ा 8000 के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": ""5000 से ज्यादा बिल्डिंग तबाह हो गई"",
  ""HELP AND RELIEF"": ""करीब 4 लाख लोग राहत शिविरों में किए गए शिफ्ट""
}
",करीब 4 लाख लोग राहत शिविरों में किए गए शिफ्ट,5000 से ज्यादा बिल्डिंग तबाह हो गई है,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'I-INFRASTRUCTURE DAMAGE', 'O']"
413,2023-02-11 02:03:35+00:00,"भूकंप की त्रासदी झेल रहे तुर्की को वर्ल्ड बैंक की मदद।

1.78 बिलियन डॉलर देने का ऐलान।

तुर्की-सीरिया में विनाशकारी भूकंप से मौत का आंकड़ा 21000 के पार , रेस्क्यू ऑपरेशन जारी।","भूकंप की त्रासदी झेल रहे तुर्की को वर्ल्ड बैंक की मदद।

1.78 बिलियन डॉलर देने का ऐलान।

तुर्की-सीरिया में विनाशकारी भूकंप से मौत का आंकड़ा 21000 के पार , रेस्क्यू ऑपरेशन जारी।","{
  ""DEATHS"": ""मौत का आंकड़ा 21000 के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""1.78 बिलियन डॉलर देने का ऐलान, वर्ल्ड बैंक की मदद""
}
","1.78 बिलियन डॉलर देने का ऐलान,रेस्क्यू ऑपरेशन जारी",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O']"
414,2023-02-07 10:25:11+00:00,"“तुर्की-सीरिया में आए भीषण भूकंप में हज़ारों लोगों के हताहत होने की सूचना हृदयविदारक है। हम शोक संतप्त परिवारों के प्रति अपनी संवेदनाएं प्रकट करते हैं और सभी से, एक वैश्विक परिवार के रूप में, पीड़ितों के साथ खड़े होने की अपील करते है।”
#Turkey #Syria
#TurkeyEarthquake @BASF_JAMIA https://t.co/YjxPol534j","“तुर्की-सीरिया में आए भीषण भूकंप में हज़ारों लोगों के हताहत होने की सूचना हृदयविदारक है। हम शोक संतप्त परिवारों के प्रति अपनी संवेदनाएं प्रकट करते हैं और सभी से, एक वैश्विक परिवार के रूप में, पीड़ितों के साथ खड़े होने की अपील करते है।”
   
   ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": ""हज़ारों लोगों के हताहत होने की सूचना"",
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'B-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
415,2023-02-10 02:22:04+00:00,Earthquake in turkey syria update: तुर्की-सीरिया में भूकंप से मरने वालों की संख्या 20 हजार पार https://t.co/NUW2Ew4dbd,: तुर्की-सीरिया में भूकंप से मरने वालों की संख्या 20 हजार पार,"{
  ""DEATHS"": ""मरने वालों की संख्या 20 हजार पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS']"
416,2023-02-07 04:02:52+00:00,"तुर्की-सीरिया में भीषण भूकंप से भारी तबाही जारी है| अबतक 3400 की मौत की ख़बर सामने आई है| हजारों लोग मलबे में दबे हैं! युद्ध स्तर पर रेस्क्यू जारी है|

#TurkeyQuake #Turkey #Syria #syriaearthquake #Turkiye",तुर्की-सीरिया में भीषण भूकंप से भारी तबाही जारी है| अबतक 3400 की मौत की ख़बर सामने आई है| हजारों लोग मलबे में दबे हैं! युद्ध स्तर पर रेस्क्यू जारी है|,"{
  ""DEATHS"": ""3400 की मौत की ख़बर"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": ""हजारों लोग मलबे में दबे हैं"",
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": ""युद्ध स्तर पर रेस्क्यू जारी है""
}
",युद्ध स्तर पर रेस्क्यू जारी,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'B-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'O', 'B-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'I-HELP AND RELIEF', 'O']"
417,2023-02-10 02:44:30+00:00,"तुर्की-सीरिया भूकंप: 20,000 के पार मरने वालों की संख्या बढ़ने से उम्मीद फीकी, कड़ाके की ठंड से हालात और बिगड़े https://t.co/hFvEdhicZP","तुर्की-सीरिया भूकंप: 20,000 के पार मरने वालों की संख्या बढ़ने से उम्मीद फीकी, कड़ाके की ठंड से हालात और बिगड़े","{
  ""DEATHS"": ""20,000 के पार मरने वालों की संख्या"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN}
",,,,"['O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
418,2023-02-07 10:21:10+00:00,"तुर्की-सीरिया भूकंप: आईएसआईएस आतंकवादियों ने विद्रोह शुरू किया, क्षतिग्रस्त सीरियाई जेल से भाग निकले https://t.co/NH2n0grze7","तुर्की-सीरिया भूकंप: आईएसआईएस आतंकवादियों ने विद्रोह शुरू किया, क्षतिग्रस्त सीरियाई जेल से भाग निकले ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
419,2023-02-11 15:01:23+00:00,*तुर्की-सीरिया में भूकंप से मौत का आंकड़ा 26 हजार के पार पहुंचा*,*तुर्की-सीरिया में भूकंप से मौत का आंकड़ा 26 हजार के पार पहुंचा*,"{
  ""DEATHS"": ""26 हजार के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O']"
420,2023-02-11 05:37:15+00:00,"तुर्की और सीरिया में भूकंप से तबाही , तुर्की-सीरिया में मरने वालों की संख्या पहुंची 24 हजार के पार, घायलों की संख्या भी पहुंच चुकी 80 हजार के पार, अकेले तुर्किये में ही जा चुकी  20,500 से ज्यादा लोगों की जान.
#TurkeySyriaEarthquake @NDRFHQ #PradeepBharatNews https://t.co/HoIQ9U2Nkx","तुर्की और सीरिया में भूकंप से तबाही , तुर्की-सीरिया में मरने वालों की संख्या पहुंची 24 हजार के पार, घायलों की संख्या भी पहुंच चुकी 80 हजार के पार, अकेले तुर्किये में ही जा चुकी  20,500 से ज्यादा लोगों की जान.","{
  ""DEATHS"": ""तुर्की-सीरिया में मरने वालों की संख्या पहुंची 24 हजार के पार, अकेले तुर्किये में ही जा चुकी 20,500 से ज्यादा लोगों की जान"",
  ""MISSING"": NaN,
  ""INJURED"": ""घायलों की संख्या भी पहुंच चुकी 80 हजार के पार"",
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'B-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
421,2023-03-07 18:17:52+00:00,"तुर्की-सीरिया के लोगों का दर्द…भूकंप ने छीन लिया सब कुछ, अब मलबे में खजाने की तलाश https://t.co/sOJOlPL5Xj","तुर्की-सीरिया के लोगों का दर्द…भूकंप ने छीन लिया सब कुछ, अब मलबे में खजाने की तलाश ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",मलबे में खजाने की तलाश,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
422,2023-02-11 11:30:22+00:00,"तुर्की-सीरिया भूकंप में मरने वालों की संख्या 24,000 के पार।
#eartquake #TurkeySyriaEarthquake https://t.co/Y43daN2vDe","तुर्की-सीरिया भूकंप में मरने वालों की संख्या 24,000 के पार।","{
  ""DEATHS"": ""मरने वालों की संख्या 24,000 के पार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O']"
423,2023-02-08 04:49:59+00:00,#तुर्की_सीरिया मे आए #भूकंप से हुई #भारीतबाही https://t.co/sFYJ0tSfy3,मे आए  से हुई,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O']"
424,2023-02-06 09:32:58+00:00,"Turkey Earthquake 7.8 Magnitude Earthquake Hits Turkey Ndtv Hindi Ndtv India – दहल गया तुर्की : सीरिया और तुर्की आया शक्तिशाली भूकंप, 530 लोगों की मौत | T-10 NEWS https://t.co/mCVcFYAPNJ","7.8         – दहल गया तुर्की : सीरिया और तुर्की आया शक्तिशाली भूकंप, 530 लोगों की मौत | -10","{
  ""DEATHS"": ""530 लोगों की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O']"
425,2023-02-10 04:43:56+00:00,"तुर्की-सीरिया में भूकंप पीड़ितों पर तिहरी मार,मृतकों की संख्या 21 हजार

#TurkeySyriaEarthquake #deathtoll","तुर्की-सीरिया में भूकंप पीड़ितों पर तिहरी मार,मृतकों की संख्या 21 हजार","{
  ""DEATHS"": ""मृतकों की संख्या 21 हजार"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
426,2023-02-06 14:55:42+00:00,"#तुर्की_सीरिया #तुर्की_सीरिया_के_लिए_दुआ_करें 

भूकंप लगातार आ रहे हैं कुछ देर पहले भी आया अब तक लगभग 1450 लोगों की जान चली गई है बहुत से अपने घरों के मलबे में दबे हुए हैं जिसमे बच्चे भी शामिल हैं।

या अल्लाह तू रहम कर 

#_____औरंगज़ेब https://t.co/xwCHMOQ44s","भूकंप लगातार आ रहे हैं कुछ देर पहले भी आया अब तक लगभग 1450 लोगों की जान चली गई है बहुत से अपने घरों के मलबे में दबे हुए हैं जिसमे बच्चे भी शामिल हैं।

या अल्लाह तू रहम कर","{
  ""DEATHS"": ""लगभग 1450 लोगों की जान चली गई"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": ""बहुत से अपने घरों के मलबे में दबे हुए हैं, जिसमें बच्चे भी शामिल हैं"",
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'B-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'I-TRAP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
427,2023-02-21 05:41:44+00:00,"तुर्कि-सीरिया में फिर महसूस किए गए 6.3 तीव्रता के भूकंप के झटके, तीन की मौत, 200 से ज्यादा घायल https://t.co/fF3PQJVSpV","तुर्कि-सीरिया में फिर महसूस किए गए 6.3 तीव्रता के भूकंप के झटके, तीन की मौत, 200 से ज्यादा घायल","{
  ""DEATHS"": ""तीन की मौत"",
  ""MISSING"": NaN,
  ""INJURED"": ""200 से ज्यादा घायल"",
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'O', 'B-INJURED', 'I-INJURED', 'I-INJURED', 'I-INJURED']"
428,2023-02-09 05:50:07+00:00,5 प्वाइंट्स न्यूज : तुर्की सीरिया में भूकंप के बाद अब बर्फबारी ने बढ़ाई लोगों की मुसीबत https://t.co/Jsg9aAfn8S https://t.co/suMZve38qI,5 प्वाइंट्स न्यूज : तुर्की सीरिया में भूकंप के बाद अब बर्फबारी ने बढ़ाई लोगों की मुसीबत,"{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": ""अब बर्फबारी ने बढ़ाई लोगों की मुसीबत"",
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION', 'I-AFFECTED POPULATION']"
429,2023-02-06 15:50:48+00:00,"तुर्की-सीरिया भूकंप में अब तक हज़ार से ज़्यादा लोगों की मौत की ख़बर।😥 
अल्लाह रहम करे।🤲 @RTErdogan @IndianEmbassyTR https://t.co/92hwgUSkMl","तुर्की-सीरिया भूकंप में अब तक हज़ार से ज़्यादा लोगों की मौत की ख़बर। 
अल्लाह रहम करे।   ","{
  ""DEATHS"": ""हज़ार से ज़्यादा लोगों की मौत की ख़बर"",
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'B-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'I-DEATHS', 'O', 'O', 'O', 'O']"
430,2023-02-07 08:53:22+00:00,"तुर्की, सीरिया में भूकंप: दर्द, चीखें, दुख और मदद की पुकार https://t.co/Lhb6HejMSM","तुर्की, सीरिया में भूकंप: दर्द, चीखें, दुख और मदद की पुकार ","{
  ""DEATHS"": NaN,
  ""MISSING"": NaN,
  ""INJURED"": NaN,
  ""TRAP"": NaN,
  ""AFFECTED POPULATION"": NaN,
  ""PLANT AND ANIMAL LOSS"": NaN,
  ""HEALTH ISSUES"": NaN,
  ""FOOD SHORTAGE"": NaN,
  ""FINANCIAL CRISIS"": NaN,
  ""INFRASTRUCTURE DAMAGE"": NaN,
  ""HELP AND RELIEF"": NaN
}
",,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
